Sem,Dia,Data,Horário,Em casa,xG,Resultado,xG,Visitante,Público,Local,Árbitro,Relatório da Partida,Notas
17,seg,2021-12-13,20:45 (16:45),Roma,2.0,2–0,0.9,Spezia,44.844,Stadio Olimpico,Alessandro Prontera,Relatório da Partida,
,,,,,,,,,,,,,
18,sex,2021-12-17,18:30 (14:30),Lazio,1.4,3–1,0.2,Genoa,6.000,Stadio Olimpico,Luca Pairetto,Relatório da Partida,
18,sex,2021-12-17,20:45 (16:45),Salernitana,0.8,0–5,3.5,Inter,18.000,Stadio Arechi,Maurizio Mariani,Relatório da Partida,
18,sáb,2021-12-18,15:00 (11:00),Atalanta,1.5,1–4,1.8,Roma,14.469,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Relatório da Partida,
18,sáb,2021-12-18,18:00 (14:00),Bologna,0.6,0–2,1.0,Juventus,22.394,Stadio Renato Dall'Ara,Daniele Orsato,Relatório da Partida,
18,sáb,2021-12-18,20:45 (16:45),Cagliari,0.4,0–4,0.6,Udinese,7.864,Sardegna Arena,Fabio Maresca,Relatório da Partida,
18,dom,2021-12-19,12:30 (08:30),Fiorentina,3.6,2–2,1.2,Sassuolo,21.514,Stadio Artemio Franchi,Marco Serra,Relatório da Partida,
18,dom,2021-12-19,15:00 (11:00),Spezia,1.3,1–1,1.5,Empoli,5.414,Stadio Alberto Picco,Manuel Volpi,Relatório da Partida,
18,dom,2021-12-19,18:00 (14:00),Sampdoria,1.7,1–1,1.3,Venezia,5.735,Stadio Comunale Luigi Ferraris,Rosario Abisso,Relatório da Partida,
18,dom,2021-12-19,18:00 (14:00),Torino,0.8,1–0,0.5,Hellas Verona,6.202,Stadio Olimpico di Torino,Michael Fabbri,Relatório da Partida,
18,dom,2021-12-19,20:45 (16:45),Milan,0.6,0–1,1.0,Napoli,54.647,Stadio Giuseppe Meazza,Davide Massa,Relatório da Partida,
,,,,,,,,,,,,,
19,ter,2021-12-21,20:45 (16:45),Genoa,0.1,0–0,1.2,Atalanta,6.000,Stadio Comunale Luigi Ferraris,Paolo Valeri,Relatório da Partida,
19,ter,2021-12-21,20:45 (16:45),Juventus,1.5,2–0,0.9,Cagliari,11.197,Allianz Stadium,Federico Dionisi,Relatório da Partida,
19,qua,2021-12-22,16:30 (12:30),Venezia,0.9,1–3,1.1,Lazio,7.894,Stadio Pierluigi Penzo,Fabio Maresca,Relatório da Partida,
19,qua,2021-12-22,16:30 (12:30),Sassuolo,0.8,0–3,1.8,Bologna,4.763,Stadio Città del Tricolore,Michael Fabbri,Relatório da Partida,
19,qua,2021-12-22,18:30 (14:30),Roma,1.4,1–1,1.4,Sampdoria,49.400,Stadio Olimpico,Piero Giacomelli,Relatório da Partida,
19,qua,2021-12-22,18:30 (14:30),Inter,1.1,1–0,0.7,Torino,41.413,Stadio Giuseppe Meazza,Marco Guida,Relatório da Partida,
19,qua,2021-12-22,18:30 (14:30),Hellas Verona,0.6,1–1,1.0,Fiorentina,14.001,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Relatório da Partida,
19,qua,2021-12-22,20:45 (16:45),Empoli,1.6,2–4,1.5,Milan,10.596,Stadio Carlo Castellani,Marco Di Bello,Relatório da Partida,
19,qua,2021-12-22,20:45 (16:45),Napoli,2.4,0–1,0.6,Spezia,25.000,Stadio San Paolo,Luca Massimi,Relatório da Partida,
,,,,,,,,,,,,,
20,qui,2022-01-06,12:30 (08:30),Sampdoria,0.5,1–2,2.0,Cagliari,3.188,Stadio Comunale Luigi Ferraris,Giacomo Camplone,Relatório da Partida,
20,qui,2022-01-06,14:30 (10:30),Lazio,3.0,3–3,2.0,Empoli,23.000,Stadio Olimpico,Antonio Giua,Relatório da Partida,
20,qui,2022-01-06,14:30 (10:30),Spezia,1.5,1–2,1.9,Hellas Verona,3.250,Stadio Alberto Picco,Maurizio Mariani,Relatório da Partida,
20,qui,2022-01-06,16:30 (12:30),Sassuolo,2.4,1–1,0.3,Genoa,4.696,Stadio Città del Tricolore,Gianluca Manganiello,Relatório da Partida,
20,qui,2022-01-06,18:30 (14:30),Milan,3.2,3–1,0.7,Roma,35.870,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
20,qui,2022-01-06,20:45 (16:45),Juventus,1.6,1–1,1.0,Napoli,19.301,Allianz Stadium,Simone Sozza,Relatório da Partida,
,,,,,,,,,,,,,
21,dom,2022-01-09,12:30 (08:30),Venezia,0.5,0–3,2.9,Milan,5.000,Stadio Pierluigi Penzo,Massimiliano Irrati,Relatório da Partida,
21,dom,2022-01-09,14:30 (10:30),Empoli,1.4,1–5,4.2,Sassuolo,4.081,Stadio Carlo Castellani,Manuel Volpi,Relatório da Partida,
21,dom,2022-01-09,16:30 (12:30),Napoli,1.6,1–0,0.5,Sampdoria,9.000,Stadio San Paolo,Marco Di Bello,Relatório da Partida,
21,dom,2022-01-09,16:30 (12:30),Udinese,0.9,2–6,3.4,Atalanta,8.679,Dacia Arena,Michael Fabbri,Relatório da Partida,
21,dom,2022-01-09,18:30 (14:30),Genoa,1.3,0–1,1.5,Spezia,8.000,Stadio Comunale Luigi Ferraris,Marco Guida,Relatório da Partida,
21,dom,2022-01-09,18:30 (14:30),Roma,2.4,3–4,1.2,Juventus,33.178,Stadio Olimpico,Davide Massa,Relatório da Partida,
21,dom,2022-01-09,20:45 (16:45),Hellas Verona,1.6,1–2,1.2,Salernitana,3.106,Stadio Marc'Antonio Bentegodi,Federico Dionisi,Relatório da Partida,
21,dom,2022-01-09,20:45 (16:45),Inter,2.0,2–1,1.6,Lazio,29.471,Stadio Giuseppe Meazza,Luca Pairetto,Relatório da Partida,
21,seg,2022-01-10,17:00 (13:00),Torino,2.3,4–0,0.7,Fiorentina,3.545,Stadio Olimpico di Torino,Livio Marinelli,Relatório da Partida,
21,ter,2022-01-11,20:45 (16:45),Cagliari,1.9,2–1,0.5,Bologna,5.583,Sardegna Arena,Davide Ghersini,Relatório da Partida,
,,,,,,,,,,,,,
22,sáb,2022-01-15,15:00 (11:00),Sampdoria,1.4,1–2,1.5,Torino,2.549,Stadio Comunale Luigi Ferraris,Luca Massimi,Relatório da Partida,
22,sáb,2022-01-15,18:00 (14:00),Salernitana,0.4,0–3,2.1,Lazio,2.559,Stadio Arechi,Rosario Abisso,Relatório da Partida,
22,sáb,2022-01-15,20:45 (16:45),Juventus,1.3,2–0,0.9,Udinese,5.000,Allianz Stadium,Antonio Giua,Relatório da Partida,
22,dom,2022-01-16,12:30 (08:30),Sassuolo,1.0,2–4,3.6,Hellas Verona,3.843,Stadio Città del Tricolore,Alessandro Prontera,Relatório da Partida,
22,dom,2022-01-16,15:00 (11:00),Venezia,1.3,1–1,2.2,Empoli,3.805,Stadio Pierluigi Penzo,Piero Giacomelli,Relatório da Partida,
22,dom,2022-01-16,18:00 (14:00),Roma,2.0,1–0,0.6,Cagliari,5.000,Stadio Olimpico,Lorenzo Maggioni,Relatório da Partida,
22,dom,2022-01-16,20:45 (16:45),Atalanta,2.0,0–0,1.7,Inter,5.000,Stadio Atleti Azzurri d'Italia,Davide Massa,Relatório da Partida,
22,seg,2022-01-17,18:30 (14:30),Milan,3.0,1–2,1.5,Spezia,5.000,Stadio Giuseppe Meazza,Marco Serra,Relatório da Partida,
22,seg,2022-01-17,18:30 (14:30),Bologna,0.9,0–2,2.5,Napoli,5.000,Stadio Renato Dall'Ara,Livio Marinelli,Relatório da Partida,
22,seg,2022-01-17,20:45 (16:45),Fiorentina,3.5,6–0,0.2,Genoa,5.000,Stadio Artemio Franchi,Fabio Maresca,Relatório da Partida,
,,,,,,,,,,,,,
23,sex,2022-01-21,20:45 (16:45),Hellas Verona,2.1,2–1,0.6,Bologna,4.286,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Relatório da Partida,
23,sáb,2022-01-22,15:00 (11:00),Genoa,1.2,0–0,0.1,Udinese,5.000,Stadio Comunale Luigi Ferraris,Daniele Doveri,Relatório da Partida,
23,sáb,2022-01-22,18:00 (14:00),Inter,2.8,2–1,0.3,Venezia,5.000,Stadio Giuseppe Meazza,Matteo Marchetti,Relatório da Partida,
23,sáb,2022-01-22,20:45 (16:45),Lazio,0.4,0–0,0.5,Atalanta,4.000,Stadio Olimpico,Simone Sozza,Relatório da Partida,
23,dom,2022-01-23,12:30 (08:30),Cagliari,1.6,1–1,2.4,Fiorentina,5.000,Sardegna Arena,Gianluca Aureliano,Relatório da Partida,
23,dom,2022-01-23,15:00 (11:00),Torino,2.7,1–1,0.9,Sassuolo,5.000,Stadio Olimpico di Torino,Francesco Fourneau,Relatório da Partida,
23,dom,2022-01-23,15:00 (11:00),Napoli,4.4,4–1,0.2,Salernitana,3.000,Stadio San Paolo,Luca Pairetto,Relatório da Partida,
23,dom,2022-01-23,15:00 (11:00),Spezia,0.4,1–0,0.4,Sampdoria,5.000,Stadio Alberto Picco,Gianluca Manganiello,Relatório da Partida,
23,dom,2022-01-23,18:00 (14:00),Empoli,1.1,2–4,2.7,Roma,4.920,Stadio Carlo Castellani,Michael Fabbri,Relatório da Partida,
23,dom,2022-01-23,20:45 (16:45),Milan,0.9,0–0,0.5,Juventus,5.000,Stadio Giuseppe Meazza,Marco Di Bello,Relatório da Partida,
,,,,,,,,,,,,,
24,sáb,2022-02-05,15:00 (11:00),Roma,1.7,0–0,0.6,Genoa,29.863,Stadio Olimpico,Rosario Abisso,Relatório da Partida,
24,sáb,2022-02-05,18:00 (14:00),Inter,1.1,1–2,1.4,Milan,37.918,Stadio Giuseppe Meazza,Marco Guida,Relatório da Partida,
24,sáb,2022-02-05,20:45 (16:45),Fiorentina,0.8,0–3,2.5,Lazio,17.181,Stadio Artemio Franchi,Daniele Orsato,Relatório da Partida,
24,dom,2022-02-06,12:30 (08:30),Atalanta,0.8,1–2,1.0,Cagliari,7.868,Stadio Atleti Azzurri d'Italia,Alessandro Prontera,Relatório da Partida,
24,dom,2022-02-06,15:00 (11:00),Venezia,0.4,0–2,2.1,Napoli,5.554,Stadio Pierluigi Penzo,Maurizio Mariani,Relatório da Partida,
24,dom,2022-02-06,15:00 (11:00),Bologna,0.9,0–0,1.6,Empoli,10.349,Stadio Renato Dall'Ara,Cosso Cosso,Relatório da Partida,
24,dom,2022-02-06,15:00 (11:00),Sampdoria,2.6,4–0,1.9,Sassuolo,6.232,Stadio Comunale Luigi Ferraris,Fabio Maresca,Relatório da Partida,
24,dom,2022-02-06,18:00 (14:00),Udinese,1.5,2–0,0.4,Torino,9.837,Dacia Arena,Antonio Rapuano,Relatório da Partida,
24,dom,2022-02-06,20:45 (16:45),Juventus,1.6,2–0,0.8,Hellas Verona,17.016,Allianz Stadium,Luca Massimi,Relatório da Partida,
24,seg,2022-02-07,20:45 (16:45),Salernitana,0.6,2–2,2.0,Spezia,10.668,Stadio Arechi,Paolo Valeri,Relatório da Partida,
,,,,,,,,,,,,,
25,sáb,2022-02-12,15:00 (11:00),Lazio,2.3,3–0,1.0,Bologna,22.000,Stadio Olimpico,Marco Piccinini,Relatório da Partida,
25,sáb,2022-02-12,18:00 (14:00),Napoli,1.9,1–1,0.7,Inter,27.000,Stadio San Paolo,Daniele Doveri,Relatório da Partida,
25,sáb,2022-02-12,20:45 (16:45),Torino,1.1,1–2,0.4,Venezia,6.681,Stadio Olimpico di Torino,Antonio Giua,Relatório da Partida,
25,dom,2022-02-13,12:30 (08:30),Milan,1.4,1–0,0.2,Sampdoria,35.710,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
25,dom,2022-02-13,15:00 (11:00),Empoli,0.9,1–1,1.3,Cagliari,4.787,Stadio Carlo Castellani,Federico Dionisi,Relatório da Partida,
25,dom,2022-02-13,15:00 (11:00),Hellas Verona,1.1,4–0,1.4,Udinese,11.713,Stadio Marc'Antonio Bentegodi,Andrea Colombo,Relatório da Partida,
25,dom,2022-02-13,15:00 (11:00),Genoa,2.1,1–1,1.0,Salernitana,13.742,Stadio Comunale Luigi Ferraris,Marco Di Bello,Relatório da Partida,
25,dom,2022-02-13,18:00 (14:00),Sassuolo,1.2,2–2,2.4,Roma,9.282,Stadio Città del Tricolore,Marco Guida,Relatório da Partida,
25,dom,2022-02-13,20:45 (16:45),Atalanta,2.6,1–1,0.9,Juventus,9.731,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,Relatório da Partida,
25,seg,2022-02-14,20:45 (16:45),Spezia,0.7,1–2,2.6,Fiorentina,5.400,Stadio Alberto Picco,Matteo Marchetti,Relatório da Partida,
,,,,,,,,,,,,,
26,sex,2022-02-18,20:45 (16:45),Juventus,0.8,1–1,0.8,Torino,20.132,Allianz Stadium,Davide Massa,Relatório da Partida,
26,sáb,2022-02-19,15:00 (11:00),Sampdoria,0.7,2–0,0.8,Empoli,9.069,Stadio Comunale Luigi Ferraris,Antonio Rapuano,Relatório da Partida,
26,sáb,2022-02-19,18:00 (14:00),Roma,0.7,2–2,0.6,Hellas Verona,34.777,Stadio Olimpico,Luca Pairetto,Relatório da Partida,
26,sáb,2022-02-19,20:45 (16:45),Salernitana,1.7,2–2,2.0,Milan,18.449,Stadio Arechi,Michael Fabbri,Relatório da Partida,
26,dom,2022-02-20,12:30 (08:30),Fiorentina,0.8,1–0,0.5,Atalanta,18.056,Stadio Artemio Franchi,Daniele Doveri,Relatório da Partida,
26,dom,2022-02-20,15:00 (11:00),Venezia,1.2,1–1,1.8,Genoa,7.566,Stadio Pierluigi Penzo,Daniele Orsato,Relatório da Partida,
26,dom,2022-02-20,18:00 (14:00),Inter,3.3,0–2,1.5,Sassuolo,28.324,Stadio Giuseppe Meazza,Francesco Fourneau,Relatório da Partida,
26,dom,2022-02-20,20:45 (16:45),Udinese,1.9,1–1,1.6,Lazio,10.799,Dacia Arena,Luca Massimi,Relatório da Partida,
26,seg,2022-02-21,19:00 (15:00),Cagliari,2.1,1–1,1.2,Napoli,12.063,Sardegna Arena,Maurizio Mariani,Relatório da Partida,
26,seg,2022-02-21,21:00 (17:00),Bologna,2.3,2–1,0.5,Spezia,12.050,Stadio Renato Dall'Ara,Livio Marinelli,Relatório da Partida,
,,,,,,,,,,,,,
27,sex,2022-02-25,18:45 (14:45),Milan,0.8,1–1,1.3,Udinese,44.588,Stadio Giuseppe Meazza,Matteo Marchetti,Relatório da Partida,
27,sex,2022-02-25,21:00 (17:00),Genoa,0.9,0–0,2.0,Inter,14.314,Stadio Comunale Luigi Ferraris,Daniele Chiffi,Relatório da Partida,
27,sáb,2022-02-26,15:00 (11:00),Salernitana,1.5,1–1,0.6,Bologna,13.289,Stadio Arechi,Giovanni Ayroldi,Relatório da Partida,
27,sáb,2022-02-26,18:00 (14:00),Empoli,1.3,2–3,2.2,Juventus,11.890,Stadio Carlo Castellani,Fabio Maresca,Relatório da Partida,
27,sáb,2022-02-26,20:45 (16:45),Sassuolo,1.9,2–1,2.3,Fiorentina,8.952,Stadio Città del Tricolore,Alessandro Prontera,Relatório da Partida,
27,dom,2022-02-27,12:35 (08:35),Torino,1.1,1–2,1.5,Cagliari,10.231,Stadio Olimpico di Torino,Manuel Volpi,Relatório da Partida,
27,dom,2022-02-27,15:05 (11:05),Hellas Verona,3.1,3–1,1.0,Venezia,14.298,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Relatório da Partida,
27,dom,2022-02-27,18:05 (14:05),Spezia,0.4,0–1,4.1,Roma,8.107,Stadio Alberto Picco,Michael Fabbri,Relatório da Partida,
27,dom,2022-02-27,20:50 (16:50),Lazio,1.3,1–2,1.3,Napoli,25.000,Stadio Olimpico,Marco Di Bello,Relatório da Partida,
27,seg,2022-02-28,20:50 (16:50),Atalanta,2.1,4–0,0.4,Sampdoria,10.245,Stadio Atleti Azzurri d'Italia,Simone Sozza,Relatório da Partida,
,,,,,,,,,,,,,
28,sex,2022-03-04,20:45 (16:45),Inter,3.9,5–0,1.0,Salernitana,46.287,Stadio Giuseppe Meazza,Livio Marinelli,Relatório da Partida,
28,sáb,2022-03-05,15:00 (11:00),Udinese,2.3,2–1,1.2,Sampdoria,12.405,Dacia Arena,Massimiliano Irrati,Relatório da Partida,
28,sáb,2022-03-05,18:00 (14:00),Roma,1.8,1–0,0.6,Atalanta,42.303,Stadio Olimpico,Davide Massa,Relatório da Partida,
28,sáb,2022-03-05,20:45 (16:45),Cagliari,0.9,0–3,2.7,Lazio,10.873,Sardegna Arena,Fabio Maresca,Relatório da Partida,
28,dom,2022-03-06,12:30 (08:30),Genoa,1.5,0–0,0.4,Empoli,14.935,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,Relatório da Partida,
28,dom,2022-03-06,15:00 (11:00),Fiorentina,1.4,1–1,1.0,Hellas Verona,23.491,Stadio Artemio Franchi,Gianluca Manganiello,Relatório da Partida,
28,dom,2022-03-06,15:00 (11:00),Bologna,0.4,0–0,1.3,Torino,17.575,Stadio Renato Dall'Ara,Luca Massimi,Relatório da Partida,
28,dom,2022-03-06,15:00 (11:00),Venezia,2.7,1–4,3.7,Sassuolo,5.732,Stadio Pierluigi Penzo,Luca Pairetto,Relatório da Partida,
28,dom,2022-03-06,18:00 (14:00),Juventus,1.5,1–0,0.6,Spezia,26.475,Allianz Stadium,Francesco Fourneau,Relatório da Partida,
28,dom,2022-03-06,20:45 (16:45),Napoli,0.4,0–1,1.2,Milan,42.000,Stadio San Paolo,Daniele Orsato,Relatório da Partida,
,,,,,,,,,,,,,
29,sáb,2022-03-12,15:00 (11:00),Spezia,2.0,2–0,0.6,Cagliari,7.180,Stadio Alberto Picco,Daniele Orsato,Relatório da Partida,
29,sáb,2022-03-12,15:00 (11:00),Salernitana,1.7,2–2,1.9,Sassuolo,10.249,Stadio Arechi,Luca Massimi,Relatório da Partida,
29,sáb,2022-03-12,18:00 (14:00),Sampdoria,1.8,1–3,1.5,Juventus,16.644,Stadio Comunale Luigi Ferraris,Paolo Valeri,Relatório da Partida,
29,sáb,2022-03-12,20:45 (16:45),Milan,0.8,1–0,0.4,Empoli,48.801,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
29,dom,2022-03-13,12:30 (08:30),Fiorentina,2.0,1–0,1.3,Bologna,22.635,Stadio Artemio Franchi,Juan Sacchi,Relatório da Partida,
29,dom,2022-03-13,15:00 (11:00),Hellas Verona,0.7,1–2,1.6,Napoli,18.782,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Relatório da Partida,
29,dom,2022-03-13,18:00 (14:00),Udinese,0.9,1–1,1.3,Roma,15.114,Dacia Arena,Marco Di Bello,Relatório da Partida,
29,dom,2022-03-13,18:00 (14:00),Atalanta,0.9,0–0,1.1,Genoa,9.140,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Relatório da Partida,
29,dom,2022-03-13,20:45 (16:45),Torino,1.5,1–1,2.6,Inter,15.363,Stadio Olimpico di Torino,Marco Guida,Relatório da Partida,
29,seg,2022-03-14,20:45 (16:45),Lazio,1.6,1–0,0.6,Venezia,18.000,Stadio Olimpico,Gianluca Manganiello,Relatório da Partida,
,,,,,,,,,,,,,
30,sex,2022-03-18,18:45 (14:45),Sassuolo,2.3,4–1,0.4,Spezia,6.130,Stadio Città del Tricolore,Manuel Volpi,Relatório da Partida,
30,sex,2022-03-18,21:00 (17:00),Genoa,0.6,1–0,0.9,Torino,14.961,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Relatório da Partida,
30,sáb,2022-03-19,15:00 (11:00),Napoli,1.3,2–1,0.6,Udinese,37.363,Stadio San Paolo,Francesco Fourneau,Relatório da Partida,
30,sáb,2022-03-19,18:00 (14:00),Inter,1.4,1–1,1.8,Fiorentina,54.988,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
30,sáb,2022-03-19,20:45 (16:45),Cagliari,1.4,0–1,2.1,Milan,12.309,Sardegna Arena,Marco Di Bello,Relatório da Partida,
30,dom,2022-03-20,12:30 (08:30),Venezia,1.6,0–2,1.5,Sampdoria,7.591,Stadio Pierluigi Penzo,Daniele Orsato,Relatório da Partida,
30,dom,2022-03-20,15:00 (11:00),Juventus,1.6,2–0,0.6,Salernitana,29.186,Allianz Stadium,Giovanni Ayroldi,Relatório da Partida,
30,dom,2022-03-20,15:00 (11:00),Empoli,0.8,1–1,1.5,Hellas Verona,5.445,Stadio Carlo Castellani,Matteo Marcenaro,Relatório da Partida,
30,dom,2022-03-20,18:00 (14:00),Roma,2.0,3–0,1.0,Lazio,51.932,Stadio Olimpico,Massimiliano Irrati,Relatório da Partida,
30,dom,2022-03-20,20:45 (16:45),Bologna,1.3,0–1,1.6,Atalanta,1.323,Stadio Renato Dall'Ara,Fabio Maresca,Relatório da Partida,
,,,,,,,,,,,,,
31,sáb,2022-04-02,15:00 (10:00),Spezia,1.2,1–0,0.9,Venezia,7.993,Stadio Alberto Picco,Daniele Doveri,Relatório da Partida,
31,sáb,2022-04-02,18:00 (13:00),Lazio,1.8,2–1,2.0,Sassuolo,15.000,Stadio Olimpico,Antonio Rapuano,Relatório da Partida,
31,sáb,2022-04-02,20:45 (15:45),Salernitana,1.2,0–1,1.7,Torino,8.650,Stadio Arechi,Marco Piccinini,Relatório da Partida,
31,dom,2022-04-03,12:30 (07:30),Fiorentina,1.9,1–0,0.2,Empoli,22.407,Stadio Artemio Franchi,Luca Massimi,Relatório da Partida,
31,dom,2022-04-03,15:00 (10:00),Atalanta,1.7,1–3,1.4,Napoli,17.709,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Relatório da Partida,
31,dom,2022-04-03,15:00 (10:00),Udinese,4.6,5–1,0.5,Cagliari,12.215,Dacia Arena,Rosario Abisso,Relatório da Partida,
31,dom,2022-04-03,18:00 (13:00),Sampdoria,0.6,0–1,1.0,Roma,16.465,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Relatório da Partida,
31,dom,2022-04-03,20:45 (15:45),Juventus,1.9,0–1,1.1,Inter,40.093,Allianz Stadium,Massimiliano Irrati,Relatório da Partida,
31,seg,2022-04-04,18:30 (13:30),Hellas Verona,1.0,1–0,0.5,Genoa,14.993,Stadio Marc'Antonio Bentegodi,Francesco Fourneau,Relatório da Partida,
31,seg,2022-04-04,20:45 (15:45),Milan,2.6,0–0,0.7,Bologna,68.136,Stadio Giuseppe Meazza,Livio Marinelli,Relatório da Partida,
,,,,,,,,,,,,,
32,sáb,2022-04-09,15:00 (10:00),Empoli,1.3,0–0,1.2,Spezia,5.265,Stadio Carlo Castellani,Giovanni Ayroldi,Relatório da Partida,
32,sáb,2022-04-09,18:00 (13:00),Inter,2.7,2–0,1.0,Hellas Verona,61.325,Stadio Giuseppe Meazza,Livio Marinelli,Relatório da Partida,
32,sáb,2022-04-09,20:45 (15:45),Cagliari,0.3,1–2,1.5,Juventus,13.437,Sardegna Arena,Daniele Chiffi,Relatório da Partida,
32,dom,2022-04-10,12:30 (07:30),Genoa,0.9,1–4,1.6,Lazio,16.756,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Relatório da Partida,
32,dom,2022-04-10,15:00 (10:00),Sassuolo,1.4,2–1,1.8,Atalanta,7.842,Stadio Città del Tricolore,Juan Sacchi,Relatório da Partida,
32,dom,2022-04-10,15:00 (10:00),Napoli,1.3,2–3,0.8,Fiorentina,50.000,Stadio San Paolo,Maurizio Mariani,Relatório da Partida,
32,dom,2022-04-10,15:00 (10:00),Venezia,1.5,1–2,2.4,Udinese,10.459,Stadio Pierluigi Penzo,Marco Guida,Relatório da Partida,
32,dom,2022-04-10,18:00 (13:00),Roma,1.9,2–1,0.5,Salernitana,64.266,Stadio Olimpico,Manuel Volpi,Relatório da Partida,
32,dom,2022-04-10,20:45 (15:45),Torino,1.1,0–0,0.8,Milan,23.472,Stadio Olimpico di Torino,Daniele Doveri,Relatório da Partida,
32,seg,2022-04-11,20:45 (15:45),Bologna,2.5,2–0,0.6,Sampdoria,15.783,Stadio Renato Dall'Ara,Luca Pairetto,Relatório da Partida,
,,,,,,,,,,,,,
33,sex,2022-04-15,19:00 (14:00),Spezia,0.7,1–3,2.9,Inter,11.382,Stadio Alberto Picco,Fabio Maresca,Relatório da Partida,
33,sex,2022-04-15,21:00 (16:00),Milan,1.4,2–0,0.3,Genoa,70.259,Stadio Giuseppe Meazza,Daniele Chiffi,Relatório da Partida,
33,sáb,2022-04-16,12:30 (07:30),Cagliari,2.1,1–0,0.4,Sassuolo,14.689,Sardegna Arena,Davide Massa,Relatório da Partida,
33,sáb,2022-04-16,14:30 (09:30),Udinese,1.3,4–1,1.8,Empoli,15.226,Dacia Arena,Matteo Marchetti,Relatório da Partida,
33,sáb,2022-04-16,14:30 (09:30),Sampdoria,0.5,1–2,0.3,Salernitana,14.908,Stadio Comunale Luigi Ferraris,Paolo Valeri,Relatório da Partida,
33,sáb,2022-04-16,16:30 (11:30),Fiorentina,3.2,1–0,0.1,Venezia,31.627,Stadio Artemio Franchi,Rosario Abisso,Relatório da Partida,
33,sáb,2022-04-16,18:30 (13:30),Juventus,2.4,1–1,1.2,Bologna,36.107,Allianz Stadium,Juan Sacchi,Relatório da Partida,
33,sáb,2022-04-16,20:45 (15:45),Lazio,0.7,1–1,1.4,Torino,25.000,Stadio Olimpico,Alessandro Prontera,Relatório da Partida,
33,seg,2022-04-18,19:00 (14:00),Napoli,0.9,1–1,0.9,Roma,41.822,Stadio San Paolo,Marco Di Bello,Relatório da Partida,
33,seg,2022-04-18,21:00 (16:00),Atalanta,1.8,1–2,3.8,Hellas Verona,14.537,Stadio Atleti Azzurri d'Italia,Marco Piccinini,Relatório da Partida,
,,,,,,,,,,,,,
19,qua,2022-04-20,18:45 (13:45),Udinese,0.5,0–1,1.0,Salernitana,12.362,Dacia Arena,Simone Sozza,Relatório da Partida,
,,,,,,,,,,,,,
34,sáb,2022-04-23,15:00 (10:00),Torino,2.5,2–1,1.2,Spezia,8.333,Stadio Olimpico di Torino,Davide Ghersini,Relatório da Partida,
34,sáb,2022-04-23,15:00 (10:00),Venezia,0.9,1–3,3.9,Atalanta,6.132,Stadio Pierluigi Penzo,Francesco Fourneau,Relatório da Partida,
34,sáb,2022-04-23,18:00 (13:00),Inter,1.6,3–1,1.0,Roma,74.947,Stadio Giuseppe Meazza,Simone Sozza,Relatório da Partida,
34,sáb,2022-04-23,20:45 (15:45),Hellas Verona,1.5,1–1,1.0,Sampdoria,16.188,Stadio Marc'Antonio Bentegodi,Giovanni Ayroldi,Relatório da Partida,
34,dom,2022-04-24,12:30 (07:30),Salernitana,1.0,2–1,1.0,Fiorentina,20.920,Stadio Arechi,Davide Massa,Relatório da Partida,
34,dom,2022-04-24,15:00 (10:00),Empoli,1.8,3–2,1.5,Napoli,10.245,Stadio Carlo Castellani,Livio Marinelli,Relatório da Partida,
34,dom,2022-04-24,15:00 (10:00),Bologna,1.4,2–2,1.8,Udinese,15.922,Stadio Renato Dall'Ara,Alberto Santoro,Relatório da Partida,
34,dom,2022-04-24,18:00 (13:00),Genoa,1.0,1–0,1.0,Cagliari,17.257,Stadio Comunale Luigi Ferraris,Paolo Valeri,Relatório da Partida,
34,dom,2022-04-24,20:45 (15:45),Lazio,0.5,1–2,2.6,Milan,25.000,Stadio Olimpico,Marco Guida,Relatório da Partida,
34,seg,2022-04-25,20:45 (15:45),Sassuolo,1.8,1–2,0.8,Juventus,20.000,Stadio Città del Tricolore,Fabio Maresca,Relatório da Partida,
,,,,,,,,,,,,,
20,qua,2022-04-27,18:00 (13:00),Fiorentina,2.8,0–4,3.3,Udinese,22.067,Stadio Artemio Franchi,Ivan Pezzuto,Relatório da Partida,
20,qua,2022-04-27,20:15 (15:15),Atalanta,2.8,4–4,2.3,Torino,,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Relatório da Partida,
